StockCode,AvgDailyDemand,StdDailyDemand,MaxDailyDemand,TotalDemand,AvgDailyRev,TotalRevenue,DaysActive,Description,Price,SafetyStock,ReorderPoint,AnnualDemand,UnitHoldingCost,EOQ,ReorderFrequency,StockStatus
35271S,23.333333333333332,34.11227138177007,144,420,4.776111111111111,85.97,18,GOLD PRINT PAPER BAG,0.42,149.0,312.0,8517.0,0.084,3184.0,136.0,Fast Mover
35471A,6.2835820895522385,11.042350938407413,60,421,7.452388059701493,499.31,67,SET OF 3 BIRD L.BLUE FEATHER,2.57,48.0,92.0,2294.0,0.514,668.0,106.0,Medium Mover
35471D,9.743478260869566,14.804381686058766,84,2241,6.921130434782608,1591.86,230,SET OF 3 BIRD LIGHT PINK FEATHER ,2.57,65.0,133.0,3556.0,0.514,832.0,85.0,Medium Mover
35591T,1.8888888888888888,1.1666666666666667,4,17,2.361111111111111,21.25,9,TURQUOISE CHRISTMAS TREE ,1.25,5.0,18.0,689.0,0.25,525.0,278.0,Slow Mover
35597A,2.5,2.3804761428476167,6,10,3.125,12.5,4,DUSTY PINK CHRISTMAS TREE 30CM,1.25,10.0,28.0,912.0,0.25,604.0,242.0,Slow Mover
35597B,11.142857142857142,21.919767117289148,60,78,32.01428571428571,224.1,7,BLACKCHRISTMAS TREE 30CM,1.25,96.0,174.0,4067.0,0.25,1275.0,114.0,Medium Mover
35597D,8.285714285714286,10.193368525897704,24,58,3.6114285714285717,25.28,7,PINK/WHITE CHRISTMAS TREE 30CM,0.65,44.0,102.0,3024.0,0.13,1525.0,184.0,Medium Mover
35598A,3.3333333333333335,2.516611478423583,6,10,9.833333333333334,29.500000000000004,3,DUSTY PINK CHRISTMAS TREE 60CM,2.95,11.0,34.0,1217.0,0.5900000000000001,454.0,136.0,Slow Mover
35598B,19.0,38.14883134950969,240,931,17.849999999999998,874.65,49,BLACK CHRISTMAS TREE 60CM,6.91,167.0,300.0,6935.0,1.3820000000000001,708.0,37.0,Medium Mover
35598C,1.0,0.0,1,3,2.9500000000000006,8.850000000000001,3,WHITE CHRISTMAS TREE 60CM,2.95,0.0,7.0,365.0,0.5900000000000001,249.0,249.0,Slow Mover
35598D,21.0609756097561,45.903642385126915,253,1727,16.002439024390245,1312.2,82,PINK/WHITE CHRISTMAS TREE 60CM,2.57,200.0,347.0,7687.0,0.514,1223.0,58.0,Fast Mover
35599B,5.702127659574468,10.666719665301574,72,268,20.74063829787234,974.81,47,BLACK CHRISTMAS TREE 120CM,8.49,47.0,87.0,2081.0,1.6980000000000002,350.0,61.0,Medium Mover
35599D,5.561643835616438,7.952962937326955,41,406,18.71890410958904,1366.48,73,PINK AND WHITE CHRISTMAS TREE 120CM,6.04,35.0,74.0,2030.0,1.2080000000000002,410.0,74.0,Medium Mover
35600D,11.75,13.150354298718273,47,141,41.475,497.70000000000005,12,PINK AND WHITE CHRISTMAS TREE 180CM,21.7,57.0,139.0,4289.0,4.34,314.0,27.0,Medium Mover
35603B,25.0,32.526911934581186,48,50,10.5,21.0,2,S/16 BLACK SHINY/MAT BAUBLES,0.42,142.0,317.0,9125.0,0.084,3296.0,132.0,Fast Mover
35603C,3.9523809523809526,3.07369794345818,12,83,2.3,48.3,21,SET/16 WHITE SHINY & MATT BAUBLES,2.1,13.0,41.0,1443.0,0.42000000000000004,586.0,148.0,Slow Mover
35607A,19.103448275862068,21.837622888011754,74,554,4.083793103448276,118.43,29,PINK FLUFFY CHRISTMAS DECORATION,0.19,95.0,229.0,6973.0,0.038000000000000006,4284.0,224.0,Medium Mover
35607B,18.352941176470587,22.039570028900826,72,312,3.664705882352941,62.3,17,BLACK FEATHER CHRISTMAS DECORATION,0.19,96.0,224.0,6699.0,0.038000000000000006,4199.0,229.0,Medium Mover
35609A,19.434782608695652,13.710732647211824,48,447,5.792608695652174,133.23,23,PINK FEATHER CHRISTMAS DECORATION,2.57,60.0,196.0,7094.0,0.514,1175.0,60.0,Medium Mover
35610A,11.916666666666666,17.148858076657273,48,143,8.785833333333334,105.43,12,PINK CHRISTMAS FLOCK DROPLET ,2.57,75.0,158.0,4350.0,0.514,920.0,77.0,Medium Mover
35610B,13.76923076923077,16.488146480395375,48,179,11.082307692307692,144.07,13,BLACK CHRISTMAS FLOCK DROPLET ,1.25,72.0,168.0,5026.0,0.25,1418.0,103.0,Medium Mover
35610C,11.75,16.464246978572344,48,94,10.195,81.56,8,WHITE CHRISTMAS FLOCK DROPLET ,2.57,72.0,154.0,4289.0,0.514,913.0,78.0,Medium Mover
35611B,20.666666666666668,24.00694344004112,48,62,15.253333333333332,45.76,3,BLACK ASSORTED DROPLET DECORATION,7.78,105.0,250.0,7543.0,1.556,696.0,34.0,Fast Mover
35633B,11.818181818181818,12.375929717141917,36,130,2.2454545454545456,24.7,11,BLUE TINSEL GARLAND ,0.19,54.0,137.0,4314.0,0.038000000000000006,3369.0,285.0,Medium Mover
35637A,11.02,35.45131182627917,240,551,28.901,1445.05,50,IVORY STRING CURTAIN WITH POLE ,5.95,155.0,232.0,4022.0,1.1900000000000002,581.0,53.0,Medium Mover
35637C,5.2631578947368425,10.608393454991496,48,100,17.428421052631577,331.14,19,PINK STRING CURTAIN WITH POLE,5.95,46.0,83.0,1921.0,1.1900000000000002,402.0,76.0,Medium Mover
35638A,6.5,12.988456413292536,33,39,14.674999999999997,88.04999999999998,6,PINK AND BLACK STRING CURTAIN,5.95,57.0,102.0,2372.0,1.1900000000000002,446.0,69.0,Medium Mover
35638B,10.727272727272727,18.536941004874073,48,118,28.480909090909087,313.28999999999996,11,PINK/BLUE STRING CURTAIN ,19.96,81.0,156.0,3915.0,3.9920000000000004,313.0,29.0,Medium Mover
35751C,15.5,4.949747468305833,19,31,6.305,12.61,2,PURPLE CURRENT CANDLE RING,0.75,22.0,130.0,5658.0,0.15000000000000002,1942.0,125.0,Medium Mover
35751D,28.0,0.0,28,28,5.32,5.32,1,PINK CURRENT CANDLE RING,0.19,0.0,196.0,10220.0,0.038000000000000006,5186.0,185.0,Fast Mover
35809A,8.548872180451127,12.527827307706643,96,1137,12.53218045112782,1666.78,133,ENAMEL PINK TEA CONTAINER,2.1,55.0,115.0,3120.0,0.42000000000000004,862.0,101.0,Medium Mover
35809B,4.0,3.509985754956849,13,104,8.751538461538463,227.54000000000002,26,ENAMEL BLUE RIM TEA CONTAINER,2.1,15.0,43.0,1460.0,0.42000000000000004,590.0,148.0,Slow Mover
35809a,1.0,0.0,1,10,4.154,41.54,10,ENAMEL PINK TEA CONTAINER,4.21,0.0,7.0,365.0,0.8420000000000001,208.0,208.0,Slow Mover
35810A,8.66906474820144,10.701068949184355,72,1205,11.544892086330936,1604.74,139,ENAMEL PINK COFFEE CONTAINER,2.1,47.0,108.0,3164.0,0.42000000000000004,868.0,100.0,Medium Mover
35810B,5.508474576271187,5.395952766069476,24,325,8.774745762711865,517.71,59,ENAMEL BLUE RIM COFFEE CONTAINER,2.1,24.0,63.0,2011.0,0.42000000000000004,692.0,126.0,Medium Mover
35811A,6.382352941176471,8.92594643464604,48,434,11.22014705882353,762.97,68,ENAMEL PINK SUGAR CONTAINER,2.1,39.0,84.0,2330.0,0.42000000000000004,745.0,117.0,Medium Mover
35815B,31.666666666666668,25.73583752927682,48,95,14.646666666666667,43.94,3,"ACRYLIC JEWEL SNOWFLAKE,BLUE",4.3,112.0,334.0,11558.0,0.86,1159.0,37.0,Fast Mover
35815P,24.0,21.322914122292634,48,168,10.84,75.88,7,"ACRYLIC JEWEL SNOWFLAKE, PINK",2.1,93.0,261.0,8760.0,0.42000000000000004,1444.0,60.0,Fast Mover
35816B,46.333333333333336,77.65522090196725,136,139,19.356666666666666,58.07,3,"ACRYLIC JEWEL ANGEL,BLUE",2.57,339.0,663.0,16912.0,0.514,1814.0,39.0,Fast Mover
35816P,33.0,47.92441966263129,150,297,15.270000000000001,137.43,9,"ACRYLIC JEWEL ANGEL,PINK",1.25,209.0,440.0,12045.0,0.25,2195.0,67.0,Fast Mover
35817B,71.5,98.2878425849301,141,143,30.65,61.3,2,"ACRYLIC JEWEL SNOWFLAKE,BLUE",2.55,429.0,930.0,26098.0,0.51,2262.0,32.0,High Velocity
35817P,42.0,72.00617257491811,240,420,21.67,216.70000000000002,10,"ACRYLIC JEWEL SNOWFLAKE,PINK",0.38,314.0,608.0,15330.0,0.07600000000000001,4491.0,107.0,Fast Mover
35818B,37.09090909090909,46.82190629492683,144,408,16.36818181818182,180.05,11,"ACRYLIC JEWEL ICICLE, BLUE",1.65,204.0,464.0,13538.0,0.33,2025.0,55.0,Fast Mover
35818C,1.0,0.0,1,1,3.43,3.43,1,"ACRYLIC JEWEL ICICLE, CLEAR ",3.43,0.0,7.0,365.0,0.686,231.0,231.0,Slow Mover
35818P,24.304347826086957,33.78734941123903,144,559,10.528260869565218,242.15,23,"ACRYLIC JEWEL ICICLE, PINK",0.38,147.0,317.0,8871.0,0.07600000000000001,3416.0,141.0,Fast Mover
35819B,14.25925925925926,14.934710711814411,72,385,7.122222222222223,192.3,27,"ACRYLIC HANGING JEWEL,BLUE",2.57,65.0,165.0,5205.0,0.514,1006.0,71.0,Medium Mover
35819P,13.571428571428571,11.716898663286043,35,95,9.507142857142856,66.55,7,"ACRYLIC HANGING JEWEL,PINK",1.25,51.0,146.0,4954.0,0.25,1408.0,104.0,Medium Mover
35821B,50.0,24.24871130596428,78,150,19.0,57.0,3,"JEWELLED DECORATION,BLUE",0.38,106.0,456.0,18250.0,0.07600000000000001,4900.0,98.0,Fast Mover
35821P,1.0,0.0,1,2,2.95,5.9,2,"JEWELLED DECORATION,PINK",2.95,0.0,7.0,365.0,0.5900000000000001,249.0,249.0,Slow Mover
35822B,229.0,0.0,229,229,87.02,87.02,1,"ACRYLIC BEAD CHAIN, BLUE",0.38,0.0,1603.0,83585.0,0.07600000000000001,10487.0,46.0,High Velocity
35822P,114.0,0.0,114,114,43.32,43.32,1,"ACRYLIC BEAD CHAIN, PINK",0.38,0.0,798.0,41610.0,0.07600000000000001,7399.0,65.0,High Velocity
35823P,1.0,0.0,1,2,2.95,5.9,2,"ACRYLIC BEAD GARLAND,PINK",2.95,0.0,7.0,365.0,0.5900000000000001,249.0,249.0,Slow Mover
35824B,88.0,134.5407001616983,360,528,33.873333333333335,203.24,6,"HANGING FLOWERS+MIRROR,BLUE",0.38,587.0,1203.0,32120.0,0.07600000000000001,6501.0,74.0,High Velocity
35824C,29.375,32.96291205929129,102,235,14.63125,117.05,8,"HANGING FLOWERS+MIRROR,CLEAR",1.49,144.0,350.0,10722.0,0.298,1897.0,65.0,Fast Mover
35824P,108.0,156.0,288,324,45.48,136.44,3,"HANGING FLOWERS+MIRROR,PINK",1.49,681.0,1437.0,39420.0,0.298,3637.0,34.0,High Velocity
35833G,4.785714285714286,4.391550328268399,14,134,7.880714285714285,220.66,28,4 GOLD FLOCK CHRISTMAS BALLS,3.95,19.0,52.0,1747.0,0.79,470.0,98.0,Slow Mover
35833P,3.3636363636363638,3.718639916459084,16,185,6.221272727272727,342.17,55,4 PINK FLOCK CHRISTMAS BALLS,3.95,16.0,40.0,1228.0,0.79,394.0,117.0,Slow Mover
35838A,11.25,18.717193521821944,65,180,11.525,184.4,16,S/6 MULTICOLOUR ORNAMENETAL CANDLE,1.25,82.0,161.0,4106.0,0.25,1282.0,114.0,Medium Mover
35838B,5.555555555555555,6.921596400544178,23,100,4.722222222222222,85.0,18,S/6 SILVER ORNAMENETAL CANDLE,0.85,30.0,69.0,2028.0,0.17,1092.0,197.0,Medium Mover
35909A,4.0,2.7386127875258306,6,20,11.8,59.00000000000001,5,RABBIT EASTER DECORATION,2.95,12.0,40.0,1460.0,0.5900000000000001,497.0,124.0,Slow Mover
35909B,2.6666666666666665,1.8618986725025255,6,16,7.866666666666667,47.2,6,PINK FLOWERS RABBIT EASTER,2.95,8.0,27.0,973.0,0.5900000000000001,406.0,152.0,Slow Mover
35910A,4.076923076923077,2.253202848596432,6,53,7.949999999999999,103.35,13,MULTICOLOUR EASTER RABBIT ,1.95,10.0,39.0,1488.0,0.39,618.0,152.0,Slow Mover
35910B,4.142857142857143,2.410295378065479,6,29,8.724285714285715,61.07,7,PINK FLOWERS RABBIT EASTER,1.95,11.0,40.0,1512.0,0.39,623.0,150.0,Slow Mover
35911A,5.105263157894737,5.866467301237709,24,388,6.140657894736842,466.69,76,MULTICOLOUR RABBIT EGG WARMER,2.1,26.0,62.0,1863.0,0.42000000000000004,666.0,130.0,Medium Mover
35911B,8.368421052631579,11.634290917206723,51,159,9.724210526315789,184.76,19,PINK/FLOWER RABBIT EGG WARMER ,2.1,51.0,110.0,3054.0,0.42000000000000004,853.0,102.0,Medium Mover
35912B,9.931034482758621,18.11063427634785,72,288,12.261379310344829,355.58000000000004,29,WHITE/PINK CHICK DECORATION,1.25,79.0,149.0,3625.0,0.25,1204.0,121.0,Medium Mover
35913B,5.2631578947368425,4.531888314588791,12,100,4.862631578947369,92.39,19,WHITE/PINK CHICK EASTER DECORATION,0.85,20.0,57.0,1921.0,0.17,1063.0,202.0,Medium Mover
35915A,288.0,0.0,288,288,365.76,365.76,1,CREAM KNITTED HEN,1.27,0.0,2016.0,105120.0,0.254,6433.0,22.0,High Velocity
35915B,12.23913043478261,42.21910298673849,288,563,15.515869565217391,713.73,46,BLUE KNITTED HEN ,1.27,184.0,270.0,4467.0,0.254,1326.0,108.0,Medium Mover
35915C,11.413793103448276,37.721060468971594,288,662,13.677931034482757,793.3199999999999,58,PEACH KNITTED HEN ,3.43,165.0,245.0,4166.0,0.686,779.0,68.0,Medium Mover
35916A,3.3076923076923075,3.642973381830938,12,129,2.8728205128205127,112.03999999999999,39,YELLOW FELT HANGING HEART W FLOWER,1.7,16.0,39.0,1207.0,0.34,596.0,180.0,Slow Mover
35916B,3.142857142857143,3.8163411705865067,15,132,2.849285714285714,119.67,42,BLUE FELT HANGING HEART W FLOWER,0.85,17.0,39.0,1147.0,0.17,821.0,261.0,Slow Mover
35916C,4.131578947368421,5.7852143908115385,26,157,4.40921052631579,167.55,38,PINK FELT HANGING HEART W FLOWER,0.85,25.0,54.0,1508.0,0.17,942.0,228.0,Slow Mover
35918B,2.5,1.7320508075688772,5,10,3.125,12.5,4,BLUE FLORIBUNDA EGG WARMER,1.25,8.0,26.0,912.0,0.25,604.0,242.0,Slow Mover
35976B,1.0,0.0,1,1,1.25,1.25,1,WHITE SCANDINAVIAN HEART CHRISTMAS,1.25,0.0,7.0,365.0,0.25,382.0,382.0,Slow Mover
35980B,2.0,0.0,2,4,0.76,1.52,2,RED TOP SCANDINAVIAN HEART ,0.38,0.0,14.0,730.0,0.07600000000000001,980.0,490.0,Slow Mover
35980C,15.708333333333334,18.611541923054716,72,377,6.151666666666666,147.64,24,REDWHITE STRIPE SCANDINAVIAN HEART ,0.38,81.0,191.0,5734.0,0.07600000000000001,2747.0,175.0,Medium Mover
35981C,12.53191489361702,14.702633694607806,70,589,6.332340425531915,297.62,47,WHITE SNOW SCANDINAVIAN STOCKING ,1.25,64.0,152.0,4574.0,0.25,1353.0,108.0,Medium Mover
37379A,2.9285714285714284,2.4326081512611966,6,41,11.37142857142857,159.2,14,PINK CHERRY BLOSSOM CUP & SAUCER,11.26,11.0,32.0,1069.0,2.2520000000000002,218.0,74.0,Slow Mover
37379B,6.0,0.0,6,12,7.5,15.0,2,BLUE CHERRY BLOSSOM CUP & SAUCER,1.25,0.0,42.0,2190.0,0.25,936.0,156.0,Medium Mover
37444A,2.325,2.2117112530044842,10,93,5.58375,223.35000000000002,40,YELLOW BREAKFAST CUP AND SAUCER,2.95,10.0,26.0,849.0,0.5900000000000001,379.0,163.0,Slow Mover
37444B,77.3076923076923,266.9251234681021,984,2010,15.753846153846155,409.6,26,BLUE BREAKFAST CUP AND SAUCER ,2.95,1165.0,1706.0,28217.0,0.5900000000000001,2187.0,28.0,High Velocity
37444C,35.191489361702125,156.31526647992544,769,1654,14.334468085106383,673.72,47,PINK BREAKFAST CUP AND SAUCER ,2.95,682.0,928.0,12845.0,0.5900000000000001,1476.0,42.0,Fast Mover
37462B,5.862068965517241,11.265383570703392,48,170,3.009655172413793,87.28,29,"PET MUG, BUDGIE",0.86,49.0,90.0,2140.0,0.17200000000000001,1115.0,190.0,Medium Mover
37462E,3.8214285714285716,6.423645967301398,24,107,1.6828571428571428,47.12,28,"PET MUG, GOLDFISH",0.42,28.0,55.0,1395.0,0.084,1289.0,337.0,Slow Mover
37477B,1.375,1.0606601717798212,4,11,5.15625,41.25,8,"FLOWER FAIRY MUG+COASTER,LAVENDER",3.75,5.0,15.0,502.0,0.75,259.0,188.0,Slow Mover
37477C,6.0,0.0,6,6,22.5,22.5,1,"FLOWER FAIRY MUG+COASTER,ROSE",3.75,0.0,42.0,2190.0,0.75,540.0,90.0,Medium Mover
37479B,41.766666666666666,113.00280232513413,480,1253,36.528333333333336,1095.8500000000001,30,CUBIC MUG FLOCK BLUE ON BROWN,17.35,493.0,785.0,15245.0,3.4700000000000006,663.0,16.0,Fast Mover
37479P,5.483870967741935,4.836465429367025,18,170,5.163870967741936,160.08,31,CUBIC MUG FLOCK PINK ON BROWN,2.55,21.0,59.0,2002.0,0.51,627.0,114.0,Medium Mover
37482B,139.0,215.39324501942954,504,1251,125.32333333333332,1127.9099999999999,9,CUBIC MUG BLUE POLKA DOT,2.55,940.0,1913.0,50735.0,0.51,3154.0,23.0,High Velocity
37482P,9.808823529411764,19.748612158259338,144,667,13.328088235294118,906.3100000000001,68,CUBIC MUG PINK POLKA DOT,17.35,86.0,155.0,3580.0,3.4700000000000006,321.0,33.0,Medium Mover
37482b,1.0,0.0,1,1,17.35,17.35,1,CUBIC MUG BLUE POLKA DOT,17.35,0.0,7.0,365.0,3.4700000000000006,103.0,103.0,Slow Mover
37482p,1.0,0.0,1,2,17.35,34.7,2,CUBIC MUG PINK POLKA DOT,17.35,0.0,7.0,365.0,3.4700000000000006,103.0,103.0,Slow Mover
37487B,34.0,36.76955262170047,60,68,9.86,19.72,2,YELLOW/ORANGE FLOWER DESIGN PLATE,0.29,161.0,399.0,12410.0,0.057999999999999996,4626.0,136.0,Fast Mover
37488A,6.2,8.899438184514796,22,31,3.9540000000000006,19.770000000000003,5,YELLOW PINK FLOWER DESIGN BIG BOWL,2.95,39.0,82.0,2263.0,0.5900000000000001,619.0,100.0,Medium Mover
37489A,2.0,1.2792042981336624,6,46,2.0243478260869567,46.56,23,YELLOW/PINK FLOWER DESIGN BIG MUG,1.95,6.0,20.0,730.0,0.39,433.0,216.0,Slow Mover
37489B,2.235294117647059,1.3932610920384718,6,38,1.7894117647058823,30.419999999999998,17,BLUE/YELLOW FLOWER DESIGN BIG MUG,1.95,6.0,22.0,816.0,0.39,457.0,204.0,Slow Mover
37489C,2.25,1.6025547785276542,6,27,2.1716666666666664,26.06,12,GREEN/BLUE FLOWER DESIGN BIG MUG,4.3,7.0,23.0,821.0,0.86,309.0,137.0,Slow Mover
37489D,2.3,1.341640786499874,6,46,1.443,28.86,20,PINK/GREEN FLOWER DESIGN BIG MUG,1.95,6.0,22.0,839.0,0.39,464.0,202.0,Slow Mover
37491A,1.5,0.674199862463242,3,18,4.0249999999999995,48.3,12,YELLOW/PINK CERAMIC CANDLE HOLDER,3.43,3.0,14.0,548.0,0.686,283.0,189.0,Slow Mover
37491B,1.75,1.0350983390135313,4,14,3.76,30.08,8,BLUE/YELLOW CERAMIC CANDLE HOLDER,3.43,5.0,17.0,639.0,0.686,305.0,174.0,Slow Mover
37491C,5.8,12.209286083414815,40,58,16.752000000000002,167.52,10,GREEN/BLUE CERAMIC CANDLE HOLDER,1.65,53.0,94.0,2117.0,0.33,801.0,138.0,Medium Mover
37491D,2.0,1.9999999999999998,8,26,4.867692307692308,63.28,13,PURPLE/BLUE CERAMIC CANDLE HOLDER,3.36,9.0,23.0,730.0,0.672,330.0,165.0,Slow Mover
37492A,9.818181818181818,16.672241491882136,48,108,19.64272727272727,216.07,11,YELLOW RED FLOWER PIGGY BANK,4.65,73.0,142.0,3584.0,0.9300000000000002,621.0,63.0,Medium Mover
37492B,11.926829268292684,26.78282121426199,144,489,23.090731707317072,946.72,41,BLUE YELLOW FLOWER PIGGY BANK,9.52,117.0,200.0,4353.0,1.904,478.0,40.0,Medium Mover
37492C,10.083333333333334,21.145287617003394,96,242,19.8875,477.29999999999995,24,GREEN BLUE FLOWER PIGGY BANK,4.65,92.0,163.0,3680.0,0.9300000000000002,629.0,62.0,Medium Mover
37492D,16.40909090909091,35.84710799374409,144,361,31.045,682.99,22,PURPLE GREEN FLOWER PIGGY BANK,4.65,156.0,271.0,5989.0,0.9300000000000002,802.0,49.0,Medium Mover
37494A,7.181818181818182,10.125631293450748,38,237,24.043636363636367,793.44,33,FAIRY CAKE CERAMIC BUTTER DISH,2.55,44.0,94.0,2621.0,0.51,717.0,100.0,Medium Mover
37494a,4.0,0.0,4,4,24.16,24.16,1,FAIRY CAKE CERAMIC BUTTER DISH,6.04,0.0,28.0,1460.0,1.2080000000000002,348.0,87.0,Slow Mover
40005B,2.5384615384615383,1.2659242088545832,5,33,2.1576923076923076,28.05,13,BLUE ORGANDY ROUND LAMPSHADE W BEA,0.85,6.0,24.0,927.0,0.17,738.0,291.0,Slow Mover
40018E,6.295081967213115,10.87864002268525,80,384,13.721639344262295,837.02,61,TEA TIME PAPER LANTERNS,1.95,47.0,91.0,2298.0,0.39,768.0,122.0,Medium Mover
40018F,13.481481481481481,38.181183556534464,320,1092,25.93,2100.33,81,CHERRY DESIGN PAPERLANTERNS,1.95,167.0,261.0,4921.0,0.39,1123.0,83.0,Medium Mover
40046A,6.339285714285714,8.944834539278238,48,355,8.429821428571428,472.07,56,RED DAISY PAPER LAMPSHADE,1.25,39.0,83.0,2314.0,0.25,962.0,152.0,Medium Mover
40046C,1.0,0.0,1,3,1.25,3.75,3,PINK BUTTERFLY PAPER LAMPSHADE,1.25,0.0,7.0,365.0,0.25,382.0,382.0,Slow Mover
44089A,3.6363636363636362,2.8730724763822884,9,40,1.5272727272727271,16.799999999999997,11,PINK GAUZE BUTTERFLY LAMPSHADE,0.42,13.0,38.0,1327.0,0.084,1257.0,346.0,Slow Mover
44089C,4.533333333333333,2.8999178970315365,10,68,1.904,28.56,15,LILAC GAUZE BUTTERFLY LAMPSHADE,0.42,13.0,45.0,1655.0,0.084,1404.0,310.0,Slow Mover
44091A,3.0,2.3664319132398464,6,18,1.26,7.56,6,BLUE CRUSOE CHECK LAMPSHADE,0.42,10.0,31.0,1095.0,0.084,1142.0,381.0,Slow Mover
44091C,3.588235294117647,5.6019954428021865,24,61,1.8035294117647058,30.66,17,MULTICOLOUR CRUSOE CHECK LAMPSHADE,0.42,24.0,49.0,1310.0,0.084,1249.0,348.0,Slow Mover
44092B,2.5,1.9748417658131499,6,15,2.125,12.75,6,BLUE WHITE PLASTIC RINGS LAMPSHADE,0.85,9.0,26.0,912.0,0.17,732.0,293.0,Slow Mover
44092C,2.3,1.7029386365926402,6,23,1.955,19.55,10,PURPLE/COPPER HANGING LAMPSHADE,0.85,7.0,23.0,839.0,0.17,703.0,306.0,Slow Mover
44217M,72.0,0.0,72,72,236.40000000000003,236.40000000000003,1,MULTICOLOUR FEATHERS CURTAIN,2.95,0.0,504.0,26280.0,0.5900000000000001,2111.0,29.0,High Velocity
44241C,10.0,16.901676445449624,48,70,8.5,59.5,7,BLUE BUTTERFLY ON SPRING,0.85,74.0,144.0,3650.0,0.17,1465.0,146.0,Medium Mover
44242A,7.0,7.0710678118654755,12,14,5.99,11.98,2,LILAC FEATHERS CURTAIN,1.25,31.0,80.0,2555.0,0.25,1011.0,144.0,Medium Mover
44242B,12.11111111111111,12.712635883683253,40,109,13.503333333333334,121.53,9,PINK FEATHERS CURTAIN,1.25,55.0,140.0,4421.0,0.25,1330.0,110.0,Medium Mover
45008C,2.6774193548387095,3.5155568243090936,20,83,25.55064516129032,792.0699999999999,31,DECORATIVE NET CANOPY CREAM,8.95,15.0,34.0,977.0,1.79,234.0,87.0,Slow Mover
46000M,10.531380753138075,9.7479829079962,60,2517,16.323640167364015,3901.35,239,POLYESTER FILLER PAD 45x45cm,1.55,43.0,117.0,3844.0,0.31000000000000005,1114.0,106.0,Medium Mover
46000P,5.071428571428571,5.357433209320905,25,213,21.553571428571427,905.25,42,POLYESTER FILLER PAD 65CMx65CM,4.25,23.0,58.0,1851.0,0.8500000000000001,467.0,92.0,Medium Mover
46000R,4.189655172413793,4.747878183718377,24,243,6.074999999999999,352.34999999999997,58,POLYESTER FILLER PAD 45x30cm,1.45,21.0,50.0,1529.0,0.29,726.0,173.0,Slow Mover
46000S,13.09811320754717,14.880006040316745,143,3471,18.992264150943395,5032.95,265,POLYESTER FILLER PAD 40x40cm,1.45,65.0,157.0,4781.0,0.29,1284.0,98.0,Medium Mover
46000U,5.229166666666667,5.435265396379281,24,251,6.536458333333333,313.75,48,POLYESTER FILLER PAD 30CMx30CM,1.25,24.0,61.0,1909.0,0.25,874.0,167.0,Medium Mover
46037A,3.0,1.4142135623730951,4,6,3.75,7.5,2,PINK CANVAS DES CUSHION COVER ,1.25,6.0,27.0,1095.0,0.25,662.0,221.0,Slow Mover
46115B,13.619047619047619,14.399570099402935,48,286,2.587619047619048,54.34,21,GREEN POP ART MAO CUSHION COVER ,0.19,63.0,158.0,4971.0,0.038000000000000006,3617.0,266.0,Medium Mover
46126A,7.204545454545454,12.507819964074468,80,317,9.545227272727272,419.99,44,ELVIS WALLHANGING / CURTAIN,1.25,55.0,105.0,2630.0,0.25,1026.0,142.0,Medium Mover
46137D,11.25,12.996794476587937,30,45,33.1875,132.75,4,GREEN CHENILLE SHAGGY RUG,2.95,57.0,136.0,4106.0,0.5900000000000001,834.0,74.0,Medium Mover
46138B,2.84,2.6089589239132662,10,71,6.2516,156.29,25,BLUE CHENILLE SHAGGY CUSHION COVER ,6.91,11.0,31.0,1037.0,1.3820000000000001,274.0,96.0,Slow Mover
46138D,1.0,0.0,1,1,1.95,1.95,1,GREEN CHENILLE SHAGGY C/COVER,1.95,0.0,7.0,365.0,0.39,306.0,306.0,Slow Mover
46775A,5.533333333333333,7.2394422305536645,28,83,69.61533333333334,1044.23,15,BUBBLE GUM CHUNKY KNITTED THROW ,34.74,32.0,71.0,2020.0,6.948,171.0,31.0,Medium Mover
46775B,1.25,0.5,2,5,21.1875,84.75,4,BERRIES CHUNKY KNITTED THROW ,16.95,2.0,11.0,456.0,3.39,116.0,93.0,Slow Mover
46775D,2.095890410958904,2.082762478867669,12,153,26.55054794520548,1938.19,73,SUNSET COLOUR CHUNKY KNITTED THROW,16.95,9.0,24.0,765.0,3.39,150.0,72.0,Slow Mover
46775E,3.4827586206896552,4.289694375187156,20,101,44.23793103448276,1282.9,29,CANDY POP CHUNKY KNITTED THROW ,16.95,19.0,43.0,1271.0,3.39,194.0,56.0,Slow Mover
46776A,4.142857142857143,12.45859120628656,120,406,13.094183673469388,1283.23,98,WOVEN BUBBLE GUM CUSHION COVER,13.0,54.0,83.0,1512.0,2.6,241.0,58.0,Slow Mover
46776B,3.5371900826446283,11.308581787234308,120,428,11.31595041322314,1369.23,121,WOVEN BERRIES CUSHION COVER ,4.95,49.0,74.0,1291.0,0.9900000000000001,361.0,102.0,Slow Mover
46776C,3.1463414634146343,6.635337406586587,60,258,11.037804878048782,905.1,82,WOVEN FROST CUSHION COVER,13.0,29.0,51.0,1148.0,2.6,210.0,67.0,Slow Mover
46776D,2.4285714285714284,2.0768639953784986,10,153,10.445555555555556,658.07,63,WOVEN SUNSET CUSHION COVER ,4.95,9.0,26.0,886.0,0.9900000000000001,299.0,123.0,Slow Mover
